book_a;book_b;count
0743227441;0060976845;8
042518630X;0425183971;8
0312291639;0140293248;8
0743418204;0060096195;8
0385505833;0061009059;8
0449212602;0446672211;8
0743227441;0060987103;8
0743235150;0375504397;8
0836218620;0836217691;8
0375705856;0312195516;8
0553250426;044021145X;8
0373483503;0373484224;8
0671670689;0671695126;8
0836218787;0836217691;8
0385505833;059035342X;8
0316899984;0316601950;8
0373484232;0373484224;8
0345378490;0316666343;8
0553265741;0515126772;8
0373244487;0515128554;8
0373483503;0515136530;8
068484267X;0375707972;8
0312291639;0452282829;8
0449005615;0385504209;8
068484267X;067976402X;8
0449212602;0345370775;8
0684848783;0446672211;8
0385503822;0316693200;8
0373484224;0515114693;8
042518630X;0515128554;8
0836221362;0836217691;8
0684848783;0385504209;8
0440223202;0440235596;8
0743227441;0679781587;8
0449005615;0375700757;8
042518630X;051513287X;8
044922046X;0553574663;8
0345369947;0440206154;8
0373484003;0515132020;8
0836218787;0836221362;8
0440222656;0671021001;8
0440222656;0440213525;8
0312291639;0446672211;8
0373484224;0373484232;8
0425189864;0425182878;8
0385502532;0446672211;8
0671028375;0316666343;8
0373483694;0515128554;8
0452282195;0375706771;8
0312291639;0156027321;8
0452279178;0670868361;8
0440222656;0312195516;8
0345378490;059035342X;8
0590112899;0590660543;8
0515132187;0515132020;8
0440222656;0345370775;8
0553265741;0553272837;8
0375705856;0679781587;8
0373484224;0515126772;8
042518630X;0515132020;8
0373484224;051513287X;8
0553265741;0515131229;8
0553268880;0345337662;8
0373484003;0515128554;8
0425192725;0449003795;8
0373484224;0373483503;8
1558745157;0316666343;8
0449212602;0679781587;8
0375705856;0060928336;8
0449005615;0316666343;8
0385502532;0316666343;8
0373243790;0515131229;8
042518630X;0515126772;8
0425189031;0515128554;8
0385503954;0316666343;8
0064400557;0446672211;8
0316899984;0375706771;8
0373484224;0515132020;8
0743418204;0316666343;8
0373484224;0515131229;8
0425189031;0515132020;8
0373483503;051513287X;8
0345369947;0345337662;8
0385503822;0385508042;8
0425189031;0425183971;8
0373250126;014028009X;8
0836221362;0836218787;8
0316969443;0385504209;8
0449212602;0671027360;7
0373218192;051513628X;7
0345339703;0439139597;7
0375504397;0345313860;7
0380731851;0375726403;7
0451170385;0451186362;7
0671027387;0312995423;7
0670844527;0375504397;7
080410753X;0609804138;7
0312265840;0061009059;7
0441003745;0425181685;7
0515127833;0515136379;7
0425128164;0425132951;7
055356451X;055356160X;7
042513525X;0425136981;7
0385492081;0345370775;7
055356451X;0553564528;7
0345391055;0440211727;7
0553579754;0316666343;7
0786885688;0156027321;7
0440241537;044023722X;7
0385722435;0375726403;7
0451186362;0451169514;7
0425178579;0373484224;7
0425182878;0425178765;7
034541389X;0345413881;7
0345413881;0316666343;7
0786885688;0312195516;7
0812575717;0812550757;7
038533656X;0743418174;7
0375705856;067976402X;7
0525941908;0670858692;7
0451169514;0451156609;7
0670851086;0452279178;7
0440226104;0375706771;7
0671041789;0345337662;7
0373484003;0373243286;7
0743227441;0312195516;7
0446606812;044021145X;7
0553579754;0345417623;7
0425189031;0515131229;7
0441005748;0345423402;7
0679429220;0345361792;7
0440226104;0142000205;7
0385474016;0312195516;7
0553295977;0515136530;7
0345436911;0316666343;7
0345339703;0446310786;7
0670851086;0670835382;7
0618002227;0345339738;7
0425132951;0425128164;7
0842332251;0842332278;7
0375725784;0452282152;7
0425178579;0425181464;7
0316693251;0316693006;7
0451151259;0451156609;7
0684874350;0374199698;7
1573229326;0385722206;7
0380718332;038079487X;7
1565122968;0380730138;7
0449005615;0142001740;7
0446607657;0316666343;7
0425182878;0425179885;7
0786885688;0375726403;7
0440226104;0375707972;7
0553574639;0553574663;7
0449907481;0316666343;7
0812550706;0451169530;7
0425188787;0380725827;7
067102423X;034538475X;7
0679736042;0679731148;7
0380002930;0316666343;7
0446532231;0385484518;7
0553569910;0553578022;7
006000438X;0060987103;7
0385336179;0743418174;7
1573229326;0345361792;7
044651652X;0060928336;7
0688177751;0312983867;7
0061015725;0440241073;7
0425182878;0446611212;7
0373484224;0515121843;7
031242227X;0345361792;7
0375703063;0316666343;7
0552131059;0552134651;7
0552131059;0552134643;7
0385199570;0684867621;7
0385424728;0385424736;7
0385199570;0743211383;7
042518630X;0312966970;7
0345362861;0345339495;7
0345391055;0345353145;7
034529873X;0345339495;7
0515093203;0515095826;7
1558744150;1558744606;7
0553250531;0679781587;7
068484267X;0385484518;7
0684872153;0679781587;7
0345436911;0060928336;7
1573225789;0060928336;7
0425189031;051513287X;7
0345387651;0671021001;7
034529873X;0345362861;7
0316666009;0385504209;7
0440219078;059035342X;7
0061097314;0345361792;7
0670858692;0743211383;7
0553579754;0312195516;7
0375705856;0375700757;7
0345409671;0345434803;7
080410753X;0449212602;7
0446606189;0312976275;7
0440498058;0380002930;7
0451526341;044021145X;7
0380731851;0316096199;7
0345391055;0425147622;7
0312265840;0312265867;7
0786885688;0312278586;7
0312995423;1400034779;7
0451186362;0451170385;7
0312990456;0671027360;7
0671510053;0316569321;7
0670858692;0684853515;7
0451132378;0671042858;7
0684865742;068484267X;7
0552131059;0552140287;7
0312983271;0671001795;7
044651862X;0142001740;7
0345362861;034529873X;7
155874262X;1558743316;7
0446606812;0446611867;7
0425182878;0440234743;7
0316781142;0446527785;7
0440200563;0671670689;7
0373484003;0515128546;7
0345452534;0316666343;7
0451186362;0451184963;7
0425148297;0425183971;7
042518630X;0425191583;7
0312265840;0312966970;7
0441010512;0441304834;7
0684872153;0684848783;7
0451169514;0451168615;7
0553250426;0971880107;7
0425126064;0425146413;7
0812550706;0345339703;7
0345439104;0452282829;7
0345391802;0345342968;7
0679731148;0679736042;7
0804111359;0385722206;7
0515090506;0515095826;7
0345391802;0316769487;7
038079487X;0375706771;7
0679751521;0345337662;7
0312983867;0688177751;7
0671867172;0671701231;7
0316782505;0743237188;7
0345369947;0345313860;7
0671014196;0316666343;7
0679745203;0679781587;7
0553296981;0385504209;7
0425121259;0425107469;7
0345439104;0452282152;7
0425126064;0425137562;7
0446606812;0316601950;7
0812550706;0345337662;7
0767907817;0743418174;7
0451163524;0451172817;7
0670844527;0399133143;7
0553572997;0440214041;7
0373484410;0515131229;7
0451163524;0451180232;7
0684874350;0684848783;7
0679734775;0385504209;7
0451163524;0451184963;7
0425182908;0316666343;7
0684867621;0316666343;7
0743436210;0316666343;7
0684853515;0670835382;7
0684853515;0670839531;7
0425148297;0515128546;7
0440226104;044023722X;7
0399149155;0385504209;7
080410753X;1400031354;7
0812509250;0812565959;7
0385720467;0375726403;7
0373483503;0515136379;7
0425126064;0425168298;7
0316693006;0316693251;7
0380002930;0812550706;7
0446532231;0786868716;7
0316899984;0671038184;7
0399149155;0805059555;7
0743211383;0743235150;7
0345350499;0439064864;7
0670868361;0684867621;7
0451180232;0451169514;7
0142000663;0684801523;7
0670868361;0684853515;7
0679751521;0345370775;7
0552134619;0552140295;7
0684867621;0385199570;7
0440498058;0060987529;7
0451180232;0451177096;7
0671793489;0671004549;7
0312243022;0375707972;7
0375401598;0345337662;7
0446603929;0446610038;7
0451180232;0451163524;7
0743211383;0684853507;7
0743211383;0684853515;7
1400031346;0671027360;7
006000438X;0316666343;7
0552147680;0552140295;7
0671758896;0671004549;7
037541309X;0312195516;7
0380018179;044021145X;7
0151008116;0446672211;7
0345391802;0451524934;7
0141000198;0140293248;7
0375401598;034538475X;7
0425182908;0446610038;7
0446610542;051513628X;7
031242227X;0385504209;7
0452279178;0525941908;7
0684867621;0375504397;7
0425121259;0425136981;7
0446602620;0446667900;7
0385492081;0440226430;7
0373484232;051513287X;7
0449223612;0449219364;7
0425121259;0425124347;7
0316899984;0425167313;7
0345339711;0345325818;7
0679731148;0679781587;7
0345334531;0345313860;7
0451191153;0451191145;7
0425132048;0671867172;7
0451180232;0451188462;7
1573229571;1573229326;7
0345387651;0312195516;7
0440222656;0440226430;7
0385472943;0385472951;7
0312983824;0316666343;7
0679734775;0375727345;7
0345413881;034541389X;7
0345438329;0385504209;7
0425182908;0312980140;7
080410753X;0684801523;7
042513525X;044021145X;7
0141000198;0385484518;7
0446604801;0446609404;7
0446365386;0446363251;7
0812550706;0446310786;7
080411109X;0452282829;7
044922046X;055357258X;7
0312306326;0312971346;7
0345439104;067976402X;7
015600710X;0156005891;7
080410526X;0385335482;7
0515127833;0515120618;7
0446604801;0446603716;7
0312306326;0061009059;7
0070212570;067976402X;7
0373484232;0515128554;7
0440414806;044023722X;7
0446604801;0446605484;7
0446609323;0446606189;7
0525941908;0670835382;7
0451169514;0451180232;7
0553578022;0553582127;7
0451169514;0451188462;7
0385722435;0312305060;7
0451169514;0451186362;7
0451169514;0451184963;7
0316899984;0385720106;7
0452269571;0312195516;7
0446532231;0452282152;7
0451132378;0451172817;7
0451169514;0451177096;7
0312990456;059035342X;7
0380002930;0345361792;7
0440498058;0345339681;7
0441003745;0345423402;7
080411109X;0316569321;7
0441005748;0425181685;7
0553578022;0553581554;7
0380002930;0345342968;7
0671042858;0440214041;7
0553265741;0425183971;7
0446610542;0316666343;7
0440222656;0446364193;7
0385486804;0316666343;7
0671041789;0345370775;7
0060175400;0312195516;7
0679429220;0375727345;7
0316899984;0345439104;7
055357230X;0380718340;7
0515132187;051513287X;7
0451163524;067102423X;7
0553572997;0439064872;7
0684853515;0670858692;7
0684853515;0670868361;7
0312243022;0316666343;7
0812550706;0380002930;7
0451153553;0451184963;7
0451153553;0451176464;7
0671510053;0345337662;7
0345384369;0553580221;7
0064410129;0064407667;7
0142001805;0156027321;7
0316788228;067976402X;7
0451153553;0451142934;7
0446527785;0786868716;7
0440213029;0440235596;7
0375411550;0316666343;7
0553265741;042518630X;7
0446603929;0425154092;7
0312243022;0312195516;7
0552134643;0552134627;7
0552134643;0552131059;7
0553578022;0553569910;7
0425189031;0373483503;7
0684848783;0312195516;7
0552134643;0552124753;7
0684853515;0743211383;7
0060175400;0316666343;7
0671004107;0060392452;7
0552134643;0552134619;7
0451169514;0671041789;7
0451163524;0671042858;7
0374129983;068484477X;7
0553250426;0345370775;7
0142001805;0060987529;7
0064471047;0590353403;7
0440998050;0312278586;7
0425172546;0316666343;7
0425181685;0441003745;7
0684801523;0452282152;7
0553582747;0425142485;7
0804114986;068484477X;7
0452279178;0385199570;7
0425181685;0441005748;7
0671039725;0451176464;7
0446603716;0446604801;7
0316899984;0142000205;7
0060934719;0380789035;7
0425181685;0441001971;7
0425191583;042518630X;7
0451173317;0451142934;7
080410526X;067976402X;7
0679439382;0375726403;7
0440224675;0345337662;7
0671039725;0451167317;7
0446603716;0446364193;7
0684801523;0451524934;7
0767905202;0767905180;7
0425191583;0425189031;7
0552128481;0552134627;7
0553268880;0345370775;7
0451173317;0451156609;7
0446675059;0743237188;7
0684865742;0312195516;7
0670855030;0385199570;7
0375703063;0446605239;7
0812551478;0812548051;7
0385512104;0060928336;7
0446613266;0380718340;7
0452279178;0345313860;7
0553265741;0373483503;7
014025448X;0142001740;7
0446605484;0316666343;7
0375500510;0312278586;7
055357258X;044922046X;7
0385511612;0786868716;7
0399145923;0373243790;7
0451524934;0684801523;7
0767900383;0316666343;7
0671867091;0446610038;7
0375500510;0312195516;7
0060922532;0312305060;7
0446612790;0446613266;7
0399148248;0515136379;7
0671759345;0671695126;7
0553574663;0553574639;7
0553582747;0316666343;7
0805036504;0805036377;7
0345423402;0441005748;7
0671670689;0440200563;7
068484267X;0684865742;7
0446676098;0385504209;7
0385199570;0452279178;7
0316154059;0345452550;7
0345339738;0345325818;7
0446612790;0380717018;7
0373483694;0373483503;7
0743418204;0786868716;7
0553574663;055356773X;7
0743467523;0553579754;7
0451183665;0345380371;7
0312983301;031298328X;7
068484267X;0684801523;7
0060938455;0316776963;7
0767900383;0312195516;7
0345339738;0064407667;7
1400031346;0312278586;7
0671759345;0671670689;7
0316899984;0380730138;7
0385511612;0671041789;7
055357258X;0553574671;7
0373218036;0515126772;7
0385490445;0316666343;7
068484267X;068484477X;7
0345423402;0441003745;7
0373218036;0515136379;7
0618002219;0439139597;7
0671759345;0671534718;7
0345423402;0441002935;7
1558744150;0375706771;7
0060938455;0345313860;7
0373484429;0515128546;7
0373484429;0515131229;7
0345423402;0441001971;7
0375702709;0743237188;7
0446607657;044022165X;7
0451173317;0345337662;7
0425175405;0446610038;7
051512608X;051512317X;7
0446675059;0312966091;7
0684801523;068484267X;7
0812565959;0812509250;7
0451168615;0451184963;7
0446607657;044023722X;7
0743235150;0743211383;7
0553574671;055357258X;7
0425181464;0425178579;7
0553260111;0743418174;7
0064400557;0345337662;7
0451142934;0451173317;7
0345438329;0061009059;7
0385503822;0385505833;7
0375703055;0316666343;7
0671024248;0316666343;7
0671041789;0671042858;7
0385472951;0385472943;7
0446607657;0440214041;7
0375703055;014028009X;7
0451142934;0451167317;7
0451142934;0451153553;7
0380752859;0345318854;7
0871136791;0156027321;7
0451173317;0345313860;7
0671888587;0671004549;7
0451188462;067102423X;7
0515130389;0515128554;7
0399148248;039914840X;7
038549081X;0156027321;7
0451188462;0671024248;7
0446675059;0345438329;7
0515120618;0373483503;7
0743227441;0385504209;7
0805059555;0399149155;7
0515095826;0515093203;7
0515095826;0515090506;7
0316603287;0399150897;7
0515130389;0553272837;7
0060920084;0316666343;7
0743235150;0743211375;7
0684801523;080410753X;7
0451168615;0451172817;7
051512608X;0515128546;7
051512608X;0515128554;7
0373218036;0373483503;7
0553574671;0553560247;7
0451190556;0451156609;7
051512608X;0515132020;7
0451168615;0451169514;7
1400031362;140003180X;7
0553289411;0609610597;7
0375506039;0380730138;7
0373218036;0373218400;7
0425175405;0425180638;7
0156005891;015600710X;7
1400031346;0061009059;7
0743235150;0670868361;7
0385503822;0316693235;7
0452284449;0385504209;7
1400031346;0060987103;7
0671534718;0671759345;7
0064407691;043935806X;7
0671534718;0671695126;7
0380804557;0380789019;7
014025448X;0316666343;7
0671534718;0671670689;7
0316969443;0446605239;7
067088300X;0609804138;7
0375760911;0375727345;7
042516098X;0440214041;7
0446675059;0060987103;7
0385472951;0375727345;7
0385472951;0440236673;7
0142002267;059035342X;7
0060938455;0064407675;7
0064400018;0064400042;7
0671024248;067102423X;7
0679439382;0385504209;7
0375401601;0345337662;7
0425191583;0425183971;7
0451142934;0345337662;7
0671568175;0671867172;7
0671024248;0451188462;7
0609610597;0553289411;7
0679731148;0140298479;7
0425146413;0425126064;7
0552134627;0552128481;7
0552134627;0552134619;7
0552134627;0552140287;7
0452284449;0312195516;7
0552128481;0552134651;7
0671510053;0062502182;7
0553582747;0553580191;7
0679731148;0142001740;7
0312422156;0316666343;7
0552134627;0552134643;7
0812550757;0812575717;7
0446612545;0446606189;7
0688177751;0375706771;7
0373243790;0515136379;7
0345313151;0345338588;7
0452279178;0670851086;7
0553579606;0446610038;7
0345338588;0345313151;7
0688170528;0312195516;7
0446532231;014028009X;7
155874262X;0786881852;7
0671510053;0312195516;7
0345378482;034540288X;7
0449212602;044021145X;7
039914840X;0515136530;7
0425189031;0425191583;7
0451524934;0316666343;7
039914840X;051513287X;7
0345325818;0345339738;7
014025448X;0446672211;7
0553572997;0316601950;7
0684865742;0446672211;7
0385199570;0670868361;7
0385199570;0670858692;7
0385199570;0670855030;7
051512317X;0373484224;7
0064407683;043935806X;7
0345452550;0385504209;7
0446365386;0345337662;7
0451524934;034538475X;7
042510107X;0425116840;7
0671695126;0671759345;7
1558744150;044651652X;7
0345325818;0345339711;7
0345417623;034540288X;7
0385490992;0440214041;7
0385490992;0440213525;7
0140244824;0060930535;7
0385490992;0440211727;7
031242227X;0312305060;7
0552124753;0552142379;7
0345368932;0345339495;7
0670858692;0525941908;7
0345416260;0316666343;7
0804111359;0316666343;7
0553295977;0515122734;7
0446610399;0316666343;7
0553295977;0515121843;7
0515120006;051513287X;7
0553295977;0515126772;7
0451166582;0451167317;7
0553569910;0553582127;7
0553295977;0515132020;7
0670858692;0670844527;7
0553295977;0515128546;7
0552124753;0552134643;7
0671693816;0375727345;7
0670835382;0525941908;7
0451137965;0345370775;7
0552124753;0552140287;7
0345384466;0316666343;7
0446532231;031242227X;7
0425189031;0515128546;7
0670858692;0451176464;7
0446606812;059035342X;7
0670835382;0684853515;7
0670835382;0684867621;7
0671695126;0671534718;7
0671695126;0671534734;7
0425172546;0440220602;7
0312995423;0671027387;7
0345417623;0345444884;7
0316693235;0385503822;7
0684801523;0142000663;7
0440213290;067976402X;7
0345452550;0316154059;7
0553572997;0345370775;7
0399148027;0446672211;7
0373243790;0515128546;7
0451188462;0451177096;7
0451188462;0451180232;7
0446527785;0316666343;7
0385472951;0345313860;7
0425105334;0451167317;7
0451188462;0451184963;7
0446531332;0786868716;7
0446605484;0440214041;7
0312986343;0316666343;7
0446527785;0316781142;7
0451188462;0451169514;7
0062502182;0671510053;7
0345417623;0345353145;7
043936213X;0439136369;7
0449212602;080410753X;7
0385199570;0525941908;7
0679734775;0679781587;7
0671510053;014028009X;7
0449212602;0786868716;7
